show_id,gen1,gen2,gen3,gen4,gen5
s38,Animation, Comedy, Coming of Age,,
s39,Animation, Comedy,,,
s40,Animation, Crime, Family,,
s41,Science Fiction,,,,
s42,Action-Adventure, Fantasy,,,
s43,Comedy, Family, Music,,
s44,Comedy, Family,,,
s45,Comedy, Family,,,
s46,Animation, Family, Fantasy,,
s47,Comedy, Fantasy, Kids,,
s48,Action-Adventure, Comedy, Kids,,
s49,Action-Adventure, Comedy, Kids,,
s50,Drama, Family, Fantasy,,
s51,Action-Adventure, Science Fiction, Superhero,,
s55,Biographical, Documentary,,,
s56,Drama, Sports,,,
s57,Comedy, Family, Sports,,
s58,Animation, Family, Fantasy,,
s61,Documentary, Historical,,,
s62,Documentary,,,,
s69,Comedy,,,,
s70,Animation, Family, Fantasy,,
s71,Comedy, Family, Musical,,
s72,Family, Variety,,,
s73,Action-Adventure, Comedy, Kids,,
s75,Action-Adventure, Science Fiction, Spy/Espionage,,
s78,Biographical, Documentary,,,
s81,Animation, Comedy, Family,,
s82,Comedy, Family, Music,,
s83,Action-Adventure, Animation, Science Fiction,,
s84,Action-Adventure, Family, Fantasy,,
s85,Animation, Family, Parody,,
s94,Documentary,,,,
s95,Comedy, Fantasy, Kids,,
s96,Coming of Age, Drama, Romance,,
s100,Comedy, Romance, Romantic Comedy,,
s101,Animation, Fantasy, Musical,,
s102,Concert Film, Music,,,
s103,Documentary,,,,
s104,Animals & Nature, Documentary,,,
s105,Animation, Comedy, Family,,
s106,Animals & Nature, Documentary,,,
s110,Comedy,,,,
s111,Action-Adventure, Fantasy,,,
s112,Animation, Family,,,
s117,Concert Film, Music,,,
s118,Action-Adventure, Family, Science Fiction,,
s121,Crime, Drama,,,
s122,Comedy, Drama, Romance,,
s123,Family, Music, Variety,,
s124,Comedy, Drama, Thriller,,
s125,Action-Adventure, Family, Parody,,
s129,Action-Adventure, Family, Fantasy,,
s131,Action-Adventure, Family, Science Fiction,,
s132,Action-Adventure, Family, Science Fiction,,
s138,Action-Adventure, Comedy, Family,,
s139,Comedy, Coming of Age, Family,,
s140,Animals & Nature, Documentary,,,
s141,Comedy, Drama,,,
s144,Documentary,,,,
s145,Comedy, Family,,,
s152,Animation, Comedy, Family,,
s153,Animals & Nature, Biographical, Documentary,,
s154,Animals & Nature, Documentary,,,
s155,Animals & Nature, Documentary,,,
s156,Documentary,,,,
s157,Action-Adventure, Family, Fantasy,,
s158,Animals & Nature, Documentary,,,
s164,Animals & Nature, Documentary,,,
s165,Animals & Nature, Documentary,,,
s167,Animals & Nature, Documentary,,,
s168,Animals & Nature, Documentary,,,
s169,Animals & Nature, Drama, Family,,
s170,Animals & Nature, Documentary,,,
s171,Animals & Nature, Documentary,,,
s173,Animals & Nature, Coming of Age, Drama,,
s174,Animation, Fantasy,,,
s175,Animals & Nature, Documentary,,,
s176,Animals & Nature, Documentary,,,
s177,Animals & Nature, Documentary,,,
s178,Animals & Nature, Documentary,,,
s179,Animals & Nature, Documentary,,,
s184,Animation, Comedy, Fantasy,,
s186,Comedy, Coming of Age, Family,,
s187,Comedy, Sports,,,
s188,Action-Adventure, Comedy, Coming of Age,,
s191,Biographical, Documentary,,,
s195,Animation, Buddy, Coming of Age,,
s198,Action-Adventure, Animation, Family,,
s199,Biographical, Coming of Age, Family,,
s200,Action-Adventure, Comedy, Spy/Espionage,,
s205,Action-Adventure, Animation, Family,,
s206,Action-Adventure, Drama, Historical,,
s207,Animation, Dance, Family,,
s208,Drama,,,,
s210,Coming of Age, Drama,,,
s212,Coming of Age, Fantasy,,,
s214,Drama,,,,
s215,Fantasy,,,,
s216,Drama,,,,
s221,Action-Adventure, Animation, Fantasy,,
s226,Action-Adventure, Family, Science Fiction,,
s228,Action-Adventure, Family, Science Fiction,,
s230,Biographical, Drama,,,
s231,Animation, Comedy, Parody,,
s232,Science Fiction,,,,
s236,Animation, Comedy, Family,,
s238,Biographical, Documentary, Music,,
s240,Musical, Romance, Western,,
s241,Action-Adventure, Comedy, Crime,,
s242,Biographical, Documentary,,,
s248,Action-Adventure, Animation, Comedy,,
s249,Action-Adventure, Coming of Age, Family,,
s250,Action-Adventure, Comedy, Kids,,
s251,Action-Adventure, Animals & Nature, Drama,,
s252,Biographical, Documentary,,,
s255,Comedy, Coming of Age, Crime,,
s256,Biographical, Coming of Age, Drama,,
s257,Action-Adventure, Biographical, Drama,,
s258,Action-Adventure, Fantasy, Science Fiction,,
s259,Action-Adventure, Fantasy, Science Fiction,,
s261,Action-Adventure, Fantasy, Survival,,
s263,Action-Adventure, Comedy, Family,,
s265,Animals & Nature, Documentary,,,
s267,Animation,,,,
s269,Animals & Nature, Comedy,,,
s270,Animals & Nature, Documentary,,,
s271,Action-Adventure, Coming of Age, Family,,
s273,Action-Adventure, Animation, Family,,
s280,Animation, Kids, Medical,,
s282,Coming of Age, Fantasy,,,
s283,Documentary,,,,
s284,Comedy, Family, Kids,,
s291,Animation, Family, Fantasy,,
s292,Animals & Nature, Documentary,,,
s295,Variety,,,,
s296,Comedy, Family,,,
s297,Comedy, Family,,,
s298,Comedy, Coming of Age, Drama,,
s299,Action-Adventure, Animation, Comedy,,
s302,Anthology, Documentary,,,
s303,Comedy, Family, Fantasy,,
s304,Comedy,,,,
s305,Biographical, Documentary, Music,,
s306,Animals & Nature, Documentary,,,
s307,Coming of Age, Fantasy,,,
s310,Documentary,,,,
s312,Animals & Nature, Documentary,,,
s314,Action-Adventure, Animation, Comedy,,
s315,Family, Fantasy, Musical,,
s318,Action-Adventure, Animation, Comedy,,
s320,Action-Adventure, Animation, Comedy,,
s321,Animals & Nature, Documentary,,,
s322,Animals & Nature, Documentary,,,
s323,Animation, Comedy, Family,,
s324,Animals & Nature, Documentary,,,
s325,Animals & Nature, Documentary,,,
s326,Animation, Family,,,
s329,Comedy, Family,,,
s330,Animation, Comedy, Family,,
s331,Animation, Family,,,
s332,Documentary, Historical,,,
s334,Animation, Family,,,
s335,Action-Adventure, Fantasy, Musical,,
s336,Action-Adventure, Animation, Fantasy,,
s339,Fantasy, Variety,,,
s340,Movies,,,,
s341,Documentary,,,,
s342,Drama, Music, Romance,,
s343,Action-Adventure, Animation, Comedy,,
s344,Biographical, Drama, Sports,,
s345,Animation, Family, Fantasy,,
s346,Comedy, Family, Fantasy,,
s347,Animals & Nature, Documentary,,,
s348,Action-Adventure, Coming of Age, Drama,,
s349,Action-Adventure, Comedy, Family,,
s350,Family, Music, Variety,,
s351,Action-Adventure, Family, Fantasy,,
s352,Comedy, Coming of Age, Family,,
s353,Animals & Nature, Coming of Age, Drama,,
s354,Animation, Family,,,
s357,Documentary, Music,,,
s360,Action-Adventure, Animation, Comedy,,
s361,Action-Adventure, Animation, Comedy,,
s362,Documentary, Historical,,,
s364,Action-Adventure, Animation, Comedy,,
s365,Comedy, Family,,,
s366,Comedy, Family,,,
s367,Comedy, Family,,,
s369,Documentary, Historical,,,
s370,Documentary, Historical,,,
s371,Animation, Fantasy,,,
s374,Action-Adventure, Comedy, Crime,,
s375,Animation, Family, Fantasy,,
s376,Animation, Family, Fantasy,,
s377,Comedy, Variety,,,
s379,Action-Adventure, Fantasy,,,
s384,Animation, Comedy, Coming of Age,,
s385,Documentary, Historical,,,
s386,Animation, Comedy, Family,,
s387,Action-Adventure, Comedy, Family,,
s388,Biographical, Drama, Music,,
s389,Animals & Nature, Documentary, Survival,,
s390,Action-Adventure, Animation, Science Fiction,,
s393,Documentary, Historical,,,
s394,Action-Adventure, Family, Fantasy,,
s396,Animals & Nature, Documentary, Family,,
s397,Action-Adventure, Family, Science Fiction,,
s398,Drama, Music,,,
s399,Animals & Nature, Documentary, Family,,
s400,Biographical, Drama, Family,,
s402,Action-Adventure, Coming of Age, Family,,
s403,Animals & Nature, Documentary,,,
s409,Drama, Romance,,,
s411,Documentary, Sports,,,
s412,Documentary,,,,
s416,Drama, Family, Fantasy,,
s417,Comedy, Drama, Family,,
s418,Comedy, Coming of Age, Drama,,
s420,Animation, Family, Fantasy,,
s421,Action-Adventure, Fantasy,,,
s422,Action-Adventure, Animation, Comedy,,
s423,Documentary, Historical,,,
s424,Family, Fantasy, Musical,,
s425,Documentary,,,,
s426,Drama, Family, Fantasy,,
s429,Coming of Age, Fantasy, Musical,,
s430,Animals & Nature, Documentary,,,
s432,Comedy, Family,,,
s433,Action-Adventure, Comedy, Science Fiction,,
s438,Biographical, Drama, Family,,
s441,Biographical, Documentary, Music,,
s442,Action-Adventure, Fantasy,,,
s443,Documentary, Family,,,
s444,Animals & Nature, Documentary, Family,,
s445,Animation, Comedy, Family,,
s449,Animals & Nature, Family, Reality,,
s450,Dance, Music, Musical,,
s451,Documentary, Historical,,,
s454,Documentary,,,,
s455,Action-Adventure, Animation, Family,,
s457,Documentary,,,,
s460,Animals & Nature, Documentary,,,
s462,Action-Adventure, Fantasy,,,
s467,Documentary, Family, Historical,,
s468,Comedy, Family,,,
s470,Documentary, Family,,,
s472,Coming of Age, Drama, Family,,
s474,Action-Adventure, Family, Science Fiction,,
s476,Historical, Musical,,,
s477,Action-Adventure, Crime, Science Fiction,,
s478,Action-Adventure, Family, Science Fiction,,
s479,Historical, Musical,,,
s481,Comedy, Family,,,
s482,Biographical, Historical, Musical,,
s483,Action-Adventure, Animation, Comedy,,
s484,Action-Adventure, Family, Science Fiction,,
s485,Comedy, Family, Sports,,
s486,Comedy, Drama, Sports,,
s487,Comedy, Drama, Romance,,
s490,Documentary, Family,,,
s491,Animation, Documentary, Family,,
s492,Action-Adventure, Fantasy, Science Fiction,,
s493,Action-Adventure, Animation, Coming of Age,,
s494,Action-Adventure, Animation, Coming of Age,,
s496,Animals & Nature, Documentary, Family,,
s498,Documentary, Historical,,,
s499,Action-Adventure, Coming of Age, Family,,
s500,Action-Adventure, Animation, Family,,
s501,Action-Adventure, Animation, Comedy,,
s502,Action-Adventure, Animation, Comedy,,
s503,Action-Adventure, Crime, Fantasy,,
s505,Drama, Family, Historical,,
s506,Documentary, Family,,,
s507,Documentary, Historical,,,
s509,Animals & Nature, Documentary, Family,,
s510,Documentary,,,,
s513,Action-Adventure, Family, Fantasy,,
s517,Documentary, Historical,,,
s518,Animation, Comedy,,,
s519,Animation, Family,,,
s521,Crime, Drama, Mystery,,
s523,Animation, Comedy, Crime,,
s524,Comedy, Musical, Romance,,
s526,Animation, Family, Fantasy,,
s528,Biographical, Documentary, Music,,
s530,Action-Adventure, Family, Fantasy,,
s531,Action-Adventure, Family, Science Fiction,,
s532,Action-Adventure, Family, Fantasy,,
s535,Action-Adventure, Family, Fantasy,,
s538,Action-Adventure, Comedy, Family,,
s539,Action-Adventure, Animals & Nature, Family,,
s540,Action-Adventure, Animals & Nature, Family,,
s541,Animation, Family, Sports,,
s542,Animals & Nature, Documentary, Family,,
s545,Animals & Nature, Documentary, Family,,
s547,Animals & Nature, Documentary,,,
s548,Action-Adventure, Comedy, Family,,
s551,Animals & Nature, Documentary, Family,,
s552,Action-Adventure, Mystery, Thriller,,
s553,Animals & Nature, Documentary,,,
s555,Animals & Nature, Documentary, Family,,
s557,Biographical, Documentary,,,
s560,Animation, Family,,,
s561,Animation, Family,,,
s563,Concert Film, Music, Musical,,
s565,Animation, Comedy,,,
s568,Animals & Nature, Family,,,
s569,Animation, Family,,,
s570,Animals & Nature, Documentary, Family,,
s571,Animals & Nature, Documentary, Family,,
s572,Animals & Nature, Documentary, Family,,
s573,Animation, Family,,,
s574,Animation, Family,,,
s575,Animation, Family, Sports,,
s576,Animation, Family,,,
s577,Animals & Nature, Documentary, Family,,
s578,Animation, Family,,,
s580,Animation, Family, Parody,,
s581,Animals & Nature, Documentary, Family,,
s582,Animation, Family,,,
s583,Animation, Comedy, Family,,
s584,Action-Adventure, Animation, Comedy,,
s585,Animation, Family,,,
s586,Animals & Nature, Documentary, Family,,
s587,Animation, Family,,,
s588,Animation, Family,,,
s590,Action-Adventure, Animals & Nature, Drama,,
s591,Animation, Family,,,
s592,Animation, Family, Historical,,
s593,Biographical, Drama,,,
s594,Animation, Comedy, Drama,,
s595,Action-Adventure, Animation, Family,,
s596,Comedy, Coming of Age, Drama,,
s597,Coming of Age, Drama, Music,,
s598,Drama, Family, Fantasy,,
s600,Action-Adventure, Coming of Age, Family,,
s604,Action-Adventure, Comedy, Family,,
s605,Action-Adventure, Animation, Family,,
s606,Coming of Age, Drama, Musical,,
s607,Action-Adventure, Disaster, Drama,,
s608,Comedy, Family, Sports,,
s609,Comedy, Family, Fantasy,,
s610,Action-Adventure, Science Fiction, Superhero,,
s612,Action-Adventure, Animation, Musical,,
s614,Documentary, Historical,,,
s617,Action-Adventure, Animation, Coming of Age,,
s618,Action-Adventure, Animation, Coming of Age,,
s620,Action-Adventure, Animation, Science Fiction,,
s621,Comedy, Drama, Family,,
s623,Action-Adventure, Comedy, Family,,
s624,Comedy, Fantasy, Romance,,
s626,Buddy, Comedy, Drama,,
s627,Action-Adventure, Animation, Comedy,,
s628,Coming of Age, Fantasy, Musical,,
s629,Action-Adventure, Comedy, Family,,
s630,Comedy,,,,
s631,Animation, Comedy, Family,,
s632,Action-Adventure, Coming of Age, Drama,,
s641,Animation, Family, Romance,,
s642,Animation, Comedy, Family,,
s643,Animation, Family,,,
s645,Action-Adventure, Family, Fantasy,,
s646,Animation, Comedy, Family,,
s649,Animation, Comedy, Family,,
s650,Animation, Comedy, Family,,
s651,Animation, Comedy, Family,,
s652,Animation, Family,,,
s653,Animation, Comedy, Family,,
s654,Animation, Comedy, Family,,
s655,Animation, Comedy, Family,,
s656,Animation, Family,,,
s657,Biographical, Comedy, Family,,
s658,Documentary,,,,
s659,Documentary,,,,
s660,Documentary,,,,
s661,Documentary, Historical,,,
s662,Documentary, Historical,,,
s663,Documentary, Historical,,,
s665,Animals & Nature, Family, Sports,,
s666,Coming of Age, Drama, Family,,
s667,Documentary, Family,,,
s668,Action-Adventure, Animation, Superhero,,
s671,Action-Adventure, Animation, Comedy,,
s675,Animation, Comedy, Family,,
s676,Action-Adventure, Science Fiction,,,
s677,Animation, Comedy, Family,,
s678,Action-Adventure, Comedy, Family,,
s679,Coming of Age, Documentary, Drama,,
s681,Action-Adventure, Animals & Nature, Family,,
s682,Animation, Comedy, Family,,
s683,Animation, Family, Fantasy,,
s684,Animation, Comedy, Family,,
s686,Action-Adventure, Comedy, Fantasy,,
s688,Documentary, Family,,,
s690,Action-Adventure, Documentary, Historical,,
s691,Biographical, Drama, Sports,,
s693,Animals & Nature, Biographical, Documentary,,
s694,Action-Adventure, Animation, Superhero,,
s695,Action-Adventure, Animation, Coming of Age,,
s699,Animals & Nature, Documentary, Family,,
s700,Animation, Family, Fantasy,,
s701,Animation, Family, Fantasy,,
s702,Animation, Comedy, Family,,
s703,Concert Film, Family, Fantasy,,
s704,Animation, Comedy, Family,,
s706,Animation, Comedy, Dance,,
s707,Animation, Comedy, Family,,
s708,Comedy, Coming of Age, Romance,,
s709,Action-Adventure, Animation, Family,,
s710,Action-Adventure, Animation,,,
s711,Action-Adventure, Animals & Nature, Family,,
s712,Comedy, Family, Fantasy,,
s713,Action-Adventure, Family, Science Fiction,,
s714,Animation, Comedy, Family,,
s715,Action-Adventure, Animation, Comedy,,
s716,Action-Adventure, Comedy, Coming of Age,,
s717,Animation, Comedy, Family,,
s718,Coming of Age, Drama, Romance,,
s719,Action-Adventure, Animation, Family,,
s720,Action-Adventure, Animation, Family,,
s721,Action-Adventure, Animation, Family,,
s722,Action-Adventure, Animation, Family,,
s723,Action-Adventure, Animals & Nature, Documentary,,
s724,Coming of Age, Drama, Sports,,
s725,Coming of Age, Drama, Family,,
s726,Documentary, Family,,,
s727,Drama, Family,,,
s728,Animation, Comedy, Family,,
s730,Drama, Family, Musical,,
s731,Documentary, Family, Historical,,
s732,Documentary, Historical,,,
s733,Action-Adventure, Animation, Family,,
s734,Action-Adventure, Animation, Family,,
s735,Animation, Comedy, Family,,
s736,Action-Adventure, Science Fiction,,,
s737,Animation, Family, Fantasy,,
s738,Family, Fantasy, Musical,,
s739,Animation, Drama, Family,,
s740,Animation, Drama, Kids,,
s741,Animation, Family, Fantasy,,
s742,Animation, Comedy, Family,,
s743,Animation, Comedy, Family,,
s744,Animation, Anthology, Fantasy,,
s745,Animation, Family, Fantasy,,
s746,Animation, Comedy, Family,,
s747,Documentary,,,,
s748,Action-Adventure, Animals & Nature, Family,,
s751,Action-Adventure, Animation, Family,,
s753,Animals & Nature, Documentary, Family,,
s754,Comedy, Family,,,
s755,Animation, Comedy, Family,,
s756,Action-Adventure, Animation, Comedy,,
s757,Animation, Comedy, Family,,
s759,Animation, Family, Kids,,
s761,Animation, Coming of Age, Family,,
s762,Action-Adventure, Animation,,,
s763,Documentary, Sports,,,
s764,Coming of Age, Drama, Sports,,
s765,Action-Adventure, Animation, Family,,
s766,Action-Adventure, Animation, Family,,
s767,Buddy, Coming of Age, Drama,,
s769,Animation, Comedy, Family,,
s770,Comedy, Coming of Age,,,
s771,Comedy, Coming of Age, Family,,
s772,Coming of Age, Music, Musical,,
s773,Coming of Age, Music, Musical,,
s774,Comedy, Coming of Age, Science Fiction,,
s775,Comedy, Coming of Age, Crime,,
s776,Animation, Comedy, Family,,
s777,Animation, Comedy, Family,,
s778,Animation, Comedy, Family,,
s779,Animation, Comedy, Family,,
s780,Animation, Comedy, Family,,
s781,Animation, Comedy, Family,,
s782,Animation, Comedy, Family,,
s783,Animation, Comedy, Family,,
s784,Animation, Comedy, Family,,
s785,Animation, Comedy, Family,,
s786,Animation, Comedy, Family,,
s787,Drama, Family, Mystery,,
s788,Action-Adventure, Animals & Nature, Family,,
s789,Animation, Comedy, Family,,
s790,Animation, Comedy, Disaster,,
s792,Animation, Comedy, Family,,
s793,Animation, Family, Fantasy,,
s794,Animation, Fantasy, Kids,,
s795,Animation, Fantasy, Kids,,
s796,Animation, Comedy, Family,,
s797,Sports,,,,
s798,Comedy, Coming of Age, Family,,
s799,Comedy, Coming of Age,,,
s801,Animation, Comedy, Family,,
s802,Comedy, Coming of Age,,,
s804,Comedy, Mystery,,,
s805,Family, Fantasy, Romance,,
s807,Action-Adventure, Family, Historical,,
s808,Action-Adventure, Family, Historical,,
s809,Animation, Comedy, Family,,
s810,Documentary, Family, Reality,,
s811,Animals & Nature, Documentary, Family,,
s812,Coming of Age, Fantasy, Musical,,
s813,Comedy, Family,,,
s814,Action-Adventure, Animation, Family,,
s815,Action-Adventure, Comedy, Coming of Age,,
s816,Coming of Age, Fantasy,,,
s817,Buddy, Comedy, Coming of Age,,
s819,Comedy, Coming of Age,,,
s820,Coming of Age, Fantasy, Musical,,
s826,Action-Adventure, Comedy, Fantasy,,
s841,Fantasy, Musical, Thriller,,
s844,Family, Lifestyle, Reality,,
s845,Family, Lifestyle, Reality,,
s852,Comedy, Drama, Family,,
s854,Documentary, Family, Variety,,
s855,Animals & Nature, Documentary, Family,,
s856,Animals & Nature, Documentary, Family,,
s857,Animals & Nature, Documentary, Family,,
s858,Animals & Nature, Documentary, Family,,
s859,Animals & Nature, Documentary, Family,,
s860,Animals & Nature, Documentary, Family,,
s861,Animals & Nature, Documentary, Family,,
s863,Coming of Age, Fantasy,,,
s864,Animation, Comedy, Family,,
s865,Animation, Comedy, Family,,
s866,Biographical, Sports,,,
s867,Animation, Comedy, Family,,
s869,Action-Adventure, Animation, Comedy,,
s870,Animation, Comedy, Family,,
s871,Action-Adventure, Family, Fantasy,,
s872,Animation, Comedy, Family,,
s873,Animals & Nature, Documentary, Family,,
s874,Documentary, Historical,,,
s875,Comedy, Coming of Age, Sports,,
s876,Action-Adventure, Animals & Nature, Drama,,
s878,Action-Adventure, Crime, Family,,
s879,Documentary,,,,
s881,Action-Adventure, Family, Fantasy,,
s883,Documentary,,,,
s884,Animation, Family, Fantasy,,
s885,Animation, Family, Fantasy,,
s888,Animation, Comedy, Family,,
s889,Action-Adventure, Animation, Comedy,,
s890,Action-Adventure, Animation, Comedy,,
s891,Buddy, Comedy, Coming of Age,,
s892,Action-Adventure, Science Fiction,,,
s893,Animation, Family, Fantasy,,
s894,Animation, Family, Kids,,
s895,Comedy, Family, Science Fiction,,
